Address,Price,Property Type
"Flat 42, 5, Brigade Mews, London, Greater London SE1 0GH","£785,000",Flat
"78, Rockingham Street, London, Greater London SE1 6PG","£421,000",flat
"Flat 2, 41, Great Guildford Street, London, Greater London SE1 0ES","£1,300,000",Flat
"Apartment 1501, Western Building, 3, Triptych Place, London, Greater London SE1 9FL","£3,675,000",Flat
"Flat 11, Errington House, Brigade Mews, London, Greater London SE1 0GN","£907,200",Flat
"Flat 13, 37, Tanner Street, London, Greater London SE1 3LF","£500,000",Flat
"Flat 12, Errington House, Brigade Mews, London, Greater London SE1 0GN","£755,000",Flat
"64, Decima Street, London, Greater London SE1 4QQ","£470,000",flat
"Flat 57, Walpole House, 126, Westminster Bridge Road, London, Greater London SE1 7UN","£850,000",Flat
"Flat 95, Errington House, Brigade Mews, London, Greater London SE1 0GN","£975,000",Flat
"Flat 41, Errington House, Brigade Mews, London, Greater London SE1 0GN","£762,000",Flat
"Flat 21, Errington House, Brigade Mews, London, Greater London SE1 0GN","£1,015,000",Flat
"10e, Trinity Church Square, London, Greater London SE1 4HU","£670,000",Flat
"Flat 88, Errington House, Brigade Mews, London, Greater London SE1 0GN","£810,000",Flat
"Flat 57, Errington House, Brigade Mews, London, Greater London SE1 0GN","£1,041,000",Flat
"45, Leathermarket Court, London, Greater London SE1 3HS","£900,000",flat
"Flat 18, Davies House, 1, Brigade Mews, London, Greater London SE1 0GG","£640,000",Flat
"Flat 90, Errington House, Brigade Mews, London, Greater London SE1 0GN","£1,667,500",Flat
"Flat 8, Tavern Court, 95, New Kent Road, London, Greater London SE1 6RY","£465,000",Flat
"Flat 62, Errington House, Brigade Mews, London, Greater London SE1 0GN","£763,200",Flat
"Flat 61, Errington House, 4, Brigade Mews, London, Greater London SE1 0GN","£770,000",Flat
"Flat 59, Errington House, Brigade Mews, London, Greater London SE1 0GN","£930,000",Flat
"Flat 89, Errington House, Brigade Mews, London, Greater London SE1 0GN","£796,500",Flat
"Flat 201, North Block 1c, Belvedere Road, London, Greater London SE1 7GF","£550,000",Flat
"Apartment 2203, 55, Upper Ground, London, Greater London SE1 9RB","£2,125,000",Flat
