Address,Price,Property Type
"Flat 11, 20, New Globe Walk, London, Greater London SE1 9DX","£930,000",Flat
"36, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£815,000",Flat
"Flat 6, Park West Apartments, 40, Tanner Street, London, Greater London SE1 3LG","£730,000",Flat
"3101, 1, Casson Square, London, Greater London SE1 7RX","£4,025,000",Flat
"50, Kipling Street, London, Greater London SE1 3RU","£560,000",flat
"Flat 8, Lewes House, Druid Street, London, Greater London SE1 2ET","£575,000",flat
"Flat 306, 151, Tower Bridge Road, London, Greater London SE1 3JE","£770,000",Flat
"5, Coach House Mews, London, Greater London SE1 4PP","£905,000",Semi-Detached
"Flat 13, Brandon House, 10, Hilary Mews, London, Greater London SE1 1AP","£1,275,000",Flat
"Flat 26, 18, Great Suffolk Street, London, Greater London SE1 0UG","£143,750",Flat
"Flat 52, Walpole House, 126, Westminster Bridge Road, London, Greater London SE1 7UN","£545,000",Flat
"2701, 30, Casson Square, London, Greater London SE1 7DY","£7,399,000",Flat
"Flat 801, Block C, 70, Holland Street, London, Greater London SE1 9NX","£2,000,000",Flat
"Flat 19, Devonshire House, Bath Terrace, London, Greater London SE1 6PT","£305,000",flat
"Flat 57, Becket House, Tabard Street, London, Greater London SE1 4XZ","£510,000",flat
"Flat 104, 151, Tower Bridge Road, London, Greater London SE1 3JE","£850,000",Flat
"Studio Flat, 96, Lambeth Road, London, Greater London SE1 7PT","£466,000",flat
"Flat 106, 151, Tower Bridge Road, London, Greater London SE1 3JE","£885,000",Flat
"Flat 75, River Court, Upper Ground, London, Greater London SE1 9PB","£420,000",Flat
"Flat 1211, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YW","£1,850,000",Flat
"25, Bear Pit Apartments, 14, New Globe Walk, London, Greater London SE1 9DR","£1,536,000",Flat
"81, St Georges Road, London, Greater London SE1 6ER","£1,425,000",terraced
"Apartment 601, West Block, Forum Magnum Square, London, Greater London SE1 7GL","£505,000",flat
"Flat 3, 29, Tower Bridge Road, London, Greater London SE1 4TL","£330,000",Flat
"Flat 6, The Aspect, 67, Deverell Street, London, Greater London SE1 4EX","£450,000",Flat
