Address,Price,Property Type
"Flat 201, 151, Tower Bridge Road, London, Greater London SE1 3JE","£600,000",Flat
"Apartment 155, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BT","£470,000",Flat
"Flat 103, Rowland Hill House, Nelson Square, London, Greater London SE1 0LU","£399,500",flat
"Flat 601, 151, Tower Bridge Road, London, Greater London SE1 3JE","£911,800",Flat
"Flat 905, 5, Belvedere Road, London, Greater London SE1 7AF","£5,850,000",Flat
"Flat 911, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YW","£510,000",Flat
"9, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£925,000",Flat
"Flat 729, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YU","£1,167,500",Flat
"6, Windlesham House, Duchess Walk, London, Greater London SE1 2RZ","£1,365,000",Flat
"Flat 13, Tavern Court, 95, New Kent Road, London, Greater London SE1 6RY","£430,000",Flat
"Flat 103, Ratcliffe Court, Great Dover Street, London, Greater London SE1 4LD","£1,151,000",flat
"4a, Trinity Church Square, London, Greater London SE1 4HU","£250,000",flat
"Apartment 317, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6DB","£652,500",Flat
"Flat 128, Whitehouse Apartments, 9, Belvedere Road, London, Greater London SE1 8YP","£690,000",Flat
"40, Potier Street, London, Greater London SE1 4UX","£520,000",flat
"1007, 1, Casson Square, London, Greater London SE1 7GT","£950,600",Flat
"Flat 203, 151, Tower Bridge Road, London, Greater London SE1 3JE","£635,925",Flat
"Flat 102, 151, Tower Bridge Road, London, Greater London SE1 3JE","£693,500",Flat
"1505, 30, Casson Square, London, Greater London SE1 7DY","£1,674,000",Flat
"Apartment 122, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BB","£525,000",Flat
"Apartment 1807, 55, Upper Ground, London, Greater London SE1 9EY","£610,000",Flat
"10, Boulevard Apartments, 33, Ufford Street, London, Greater London SE1 8FF","£932,085",Flat
"Maisonette 4, 175, Southwark Bridge Road, London, Greater London SE1 0ED","£826,050",Flat
"Flat 12, Gerridge Court, Gerridge Street, London, Greater London SE1 7QF","£363,000",flat
"Apartment 24, 8, Bluelion Place, London, Greater London SE1 4PU","£925,000",Flat
