Address,Price,Property Type
"Flat 4, Longstone Court, 22, Great Dover Street, London, Greater London SE1 4LB","£300,000",Flat
"Flat 61, Gallery Lofts, 69, Hopton Street, London, Greater London SE1 9LF","£1,250,000",Flat
"Flat 15, Binnie House, Bath Terrace, London, Greater London SE1 6QG","£379,750",flat
"Apartment 903, 251, Southwark Bridge Road, London, Greater London SE1 6FJ","£495,000",Flat
"Flat 174, 100, Westminster Bridge Road, London, Greater London SE1 7XR","£660,000",Flat
"Flat 4, Muro Court, Milcote Street, London, Greater London SE1 0FH","£137,500",Flat
"Flat 73, South Block 1b, Belvedere Road, London, Greater London SE1 7GD","£413,000",Flat
"29, Gladstone Street, London, Greater London SE1 6EY","£1,300,000",terraced
"Apartment 1512, 251, Southwark Bridge Road, London, Greater London SE1 6FL","£740,000",Flat
"Flat 55, Brandon House, 10, Hilary Mews, London, Greater London SE1 1AP","£885,000",Flat
"Flat 2, Holmwood Buildings, 97, Southwark Street, London, Greater London SE1 0JE","£485,000",Flat
"Flat 61, River Court, Upper Ground, London, Greater London SE1 9PB","£1,100,000",flat
"Flat 25, Rochester House, Manciple Street, London, Greater London SE1 4LP","£425,000",Flat
"Flat 62, Otford House, Staple Street, London, Greater London SE1 4LS","£325,000",flat
"Flat 9, 56, Swan Street, London, Greater London SE1 1AY","£1,100,000",Flat
"33, Gladstone Street, London, Greater London SE1 6EY","£1,536,500",terraced
"Flat 3, 15, Hayles Street, London, Greater London SE11 4SU","£660,000",Flat
"Flat 1, Stonemason Court, 63, Borough Road, London, Greater London SE1 1DZ","£625,000",Flat
"Apartment 702, 251, Southwark Bridge Road, London, Greater London SE1 6FJ","£720,000",Flat
"205, Madison Apartments, 5 - 27, Long Lane, London, Greater London SE1 4PF","£490,000",Flat
"Flat 11, Walpole House, 126, Westminster Bridge Road, London, Greater London SE1 7UN","£535,000",Flat
"Flat 139, Rowland Hill House, Nelson Square, London, Greater London SE1 0LU","£495,000",flat
"Flat 14, Crayford House, Tabard Garden Estate, London, Greater London SE1 4BU","£384,000",flat
"Flat 14, Tabard Centre, Prioress Street, London, Greater London SE1 4UZ","£1,450,000",Flat
"Flat 30, 12, Bermondsey Square, London, Greater London SE1 3FD","£475,000",Flat
