Address,Price,Property Type
"Apartment 21, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6BA","£475,000",Flat
"Apartment 44, Rosler Building, 85, Ewer Street, London, Greater London SE1 0FT","£800,000",Flat
"Flat 6, Rudyard Court, 127, Long Lane, London, Greater London SE1 4PW","£650,000",Flat
"45, Meakin Estate, London, Greater London SE1 4QW","£340,000",Flat
"Flat 29, Windmill House, Windmill Walk, London, Greater London SE1 8LX","£530,000",flat
"Flat 44, Simla House, Kipling Estate, London, Greater London SE1 3RN","£467,000",flat
"Flat 29, The Perspective, 100, Westminster Bridge Road, London, Greater London SE1 7XA","£427,500",Flat
"Flat 9, Drake Court, 12, Swan Street, London, Greater London SE1 1BH","£715,000",Flat
"Flat 172, South Block 1b, Belvedere Road, London, Greater London SE1 7GE","£430,000",Flat
"Flat 5, 152, Long Lane, London, Greater London SE1 4BS","£845,000",Flat
"Flat 11, Kittiwake Court, 4, Great Dover Street, London, Greater London SE1 4XR","£620,000",Flat
"Flat 34, Portland Court, 1, Falmouth Road, London, Greater London SE1 4JX","£457,000",Flat
"28, Mead Row, London, Greater London SE1 7JG","£462,500",flat
"Apartment 13, 117, Weston Street, London, Greater London SE1 4GR","£850,000",Flat
"Apartment 71, Conquest Tower, 130, Blackfriars Road, London, Greater London SE1 8BZ","£688,000",Flat
"39, Collinson Walk, London, Greater London SE1 1PU","£337,500",flat
"Apartment 2302, 55, Upper Ground, London, Greater London SE1 9RB","£2,200,000",Flat
"20, St Olaves Estate, London, Greater London SE1 2EX","£377,500",Flat
"Flat 59, 18, Great Suffolk Street, London, Greater London SE1 0UG","£620,000",Flat
"Flat 54, Newman House, St Georges Road, London, Greater London SE1 6HE","£517,250",flat
"13, Bear Pit Apartments, 14, New Globe Walk, London, Greater London SE1 9DR","£860,000",Flat
"Flat 7, Holst Court, 65, Westminster Bridge Road, London, Greater London SE1 7JQ","£460,000",Flat
"Apartment 390, Metro Central Heights, 119, Newington Causeway, London, Greater London SE1 6DX","£450,000",Flat
"Flat 2, Avery House, Redcross Way, London, Greater London SE1 1HB","£424,000",flat
"Flat 61, 12, Bermondsey Square, London, Greater London SE1 3FD","£580,000",Flat
